expert_id,name,twitter,institution,type,title,href
molly-montgomery,Molly Montgomery,MollyMontgomery,brookings,,Leave of Absence,https://www.brookings.edu/experts/molly-montgomery/
john-morris,John B. Morris Jr.,jmorrisjr,brookings,,"Nonresident Senior Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/john-morris/
adele-morris,Adele Morris,AdeleCMorris,brookings,,Joseph A. Pechman Senior Fellow - Economic Studies;Policy Director - Climate and Energy Economics Project,https://www.brookings.edu/experts/adele-morris/
alicia-h-munnell,Alicia H. Munnell,-1,brookings,,"Director, Center for Retirement Research at Boston College",https://www.brookings.edu/experts/alicia-h-munnell/
mark-muro,Mark Muro,markmuro1,brookings,,Senior Fellow and Policy Director - Metropolitan Policy Program,https://www.brookings.edu/experts/mark-muro/
zachary-p-neal,Zachary P. Neal,zpneal,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/zachary-p-neal/
jane-nelson,Jane Nelson,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/jane-nelson/
richard-nephew,Richard Nephew,RichardMNephew,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Arms Control and Non-Proliferation Initiative",https://www.brookings.edu/experts/richard-nephew/
milena-nikolova,Milena Nikolova,milenkanik,brookings,,Nonresident Fellow - Global Economy and Development,https://www.brookings.edu/experts/milena-nikolova/
victoria-nuland,Victoria Nuland,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe;Senior Advisor to the Director of Foreign Policy",https://www.brookings.edu/experts/victoria-nuland/
michael-e-ohanlon,Michael E. O’Hanlon,MichaelEOHanlon,brookings,,"Director of Research - Foreign Policy;Co-Director, Security and Strategy;Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence;The Sydney Stein, Jr. Chair",https://www.brookings.edu/experts/michael-e-ohanlon/
ngozi-okonjo-iweala-2,Ngozi Okonjo-Iweala,NOIweala,brookings,,"Nonresident Distinguished Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/ngozi-okonjo-iweala-2/
ken-opalo,Ken Opalo,kopalo,brookings,,"Nonresident Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/ken-opalo/
aloysius-uche-ordu,Aloysius Uche Ordu,ALOYSIUSORDU,brookings,,Director - Africa Growth Initiative;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/aloysius-uche-ordu/
daniel-e-ortega,Daniel E. Ortega,dortegaeval,brookings,,"Nonresident Fellow - Global Economy and Development, Brookings Economic and Social Policy in Latin America Initiative",https://www.brookings.edu/experts/daniel-e-ortega/
evan-osnos,Evan Osnos,eosnos,brookings,,"Nonresident Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/evan-osnos/
john-page,John Page,-1,brookings,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/john-page/
jung-h-pak,Jung H. Pak,junghpak1,brookings,,"SK-Korea Foundation Chair in Korea Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/jung-h-pak/
joseph-parilla,Joseph Parilla,joeparilla,brookings,,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/joseph-parilla/
eric-m-patashnik,Eric M. Patashnik,EricPatashnik,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/eric-m-patashnik/
kavita-patel,Kavita Patel,kavitapmd,brookings,,"Nonresident Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/kavita-patel/
theodore-pelagidis,Theodore Pelagidis,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/theodore-pelagidis/
thomas-pepinsky,Thomas Pepinsky,tompepinsky,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/thomas-pepinsky/
george-l-perry,George L. Perry,Twitter,brookings,,Senior Fellow - Economic Studies,https://www.brookings.edu/experts/george-l-perry/
andre-m-perry,Andre M. Perry,andreperryedu,brookings,,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/andre-m-perry/
kadira-pethiyagoda,Kadira Pethiyagoda,KPethiyagoda,brookings,,Former Brookings Expert,https://www.brookings.edu/experts/kadira-pethiyagoda/
peter-a-petri,Peter A. Petri,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/peter-a-petri/
ted-piccone,Ted Piccone,piccone_ted,brookings,,"Nonresident Senior Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/ted-piccone/
thomas-pickering,Thomas Pickering,-1,brookings,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/thomas-pickering/
steven-pifer,Steven Pifer,steven_pifer,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Center on the United States and Europe, Arms Control and Non-Proliferation Initiative",https://www.brookings.edu/experts/steven-pifer/
luiz-pinto,Luiz Pinto,-1,brookings,,Former Brookings Expert,https://www.brookings.edu/experts/luiz-pinto/
anthony-f-pipa,Anthony F. Pipa,anthonypipa,brookings,,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/anthony-f-pipa/
jonathan-d-pollack,Jonathan D. Pollack,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies, John L. Thornton China Center",https://www.brookings.edu/experts/jonathan-d-pollack/
robert-c-pozen,Robert C. Pozen,Pozen,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/robert-c-pozen/
eswar-prasad,Eswar Prasad,EswarSPrasad,brookings,,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eswar-prasad/
robert-puentes,Robert Puentes,rpuentes,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/robert-puentes/
patrick-w-quirk,Patrick W. Quirk,patrickwquirk,brookings,,"Nonresident Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/patrick-w-quirk/
irfan-aleem-qureshi,Irfan Aleem Qureshi,-1,brookings,,Visiting Fellow - Brookings Doha Center,https://www.brookings.edu/experts/irfan-aleem-qureshi/
zia-qureshi,Zia Qureshi,-1,brookings,,Visiting Fellow - Global Economy and Development,https://www.brookings.edu/experts/zia-qureshi/
barry-rabe,Barry G. Rabe,BarryRabe,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/barry-rabe/
itamar-rabinovich,Itamar Rabinovich,ItamarRabinovi,brookings,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/itamar-rabinovich/
steve-radelet,Steve Radelet,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/steve-radelet/
omar-h-rahman,Omar H. Rahman,omarrahman,brookings,,Visiting Fellow - Brookings Doha Center,https://www.brookings.edu/experts/omar-h-rahman/
john-d-ratliff,John D. Ratliff,JohnDRatliff,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/john-d-ratliff/
jonathan-rauch,Jonathan Rauch,jon_rauch,brookings,,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/jonathan-rauch/
shamika-ravi,Shamika Ravi,ShamikaRavi,brookings,,Non-Resident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/shamika-ravi/
rashawn-ray,Rashawn Ray,SociologistRay,brookings,,David M. Rubenstein Fellow - Governance Studies,https://www.brookings.edu/experts/rashawn-ray/
sarah-reber,Sarah Reber,econsarahreber,brookings,,David M. Rubenstein Fellow - Economic Studies,https://www.brookings.edu/experts/sarah-reber/
douglas-a-rediker,Douglas A. Rediker,dougrediker,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/douglas-a-rediker/
richard-v-reeves,Richard V. Reeves,RichardvReeves,brookings,,John C. and Nancy D. Whitehead Chair;Senior Fellow - Economic Studies;Director - Future of the Middle Class Initiative;Director - Center on Children and Families,https://www.brookings.edu/experts/richard-v-reeves/
walter-reich,Walter Reich,-1,brookings,,Nonresident Senior Fellow - Foreign Policy,https://www.brookings.edu/experts/walter-reich/
ana-revenga,Ana Revenga,analerevenga,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/ana-revenga/
evans-j-r-revere,Evans J.R. Revere,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/evans-j-r-revere/
molly-e-reynolds,Molly E. Reynolds,mollyereynolds,brookings,,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/molly-e-reynolds/
bruce-riedel,Bruce Riedel,-1,brookings,,"Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Center for Middle East Policy;Director - The Intelligence Project",https://www.brookings.edu/experts/bruce-riedel/
timmons-roberts,Timmons Roberts,timmonsroberts,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/timmons-roberts/
lori-robinson,Lori Robinson,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/lori-robinson/
jenny-perlman-robinson,Jenny Perlman Robinson,JennyPerlman,brookings,,"Senior Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jenny-perlman-robinson/
heather-m-roff,Heather M. Roff,hmroff,brookings,,"Nonresident Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/heather-m-roff/
melissa-rogers-2,Melissa Rogers,melissarogers,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/melissa-rogers-2/
eric-rosand,Eric Rosand,rosanderic,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for Middle East Policy, U.S. Relations with the Islamic World",https://www.brookings.edu/experts/eric-rosand/
frank-a-rose,Frank A. Rose,-1,brookings,,"Co-Director, Security and Strategy;Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/frank-a-rose/
martha-ross,Martha Ross,marthahross,brookings,,Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/martha-ross/
jonathan-rothwell,Jonathan Rothwell,jtrothwell,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jonathan-rothwell/
mary-jean-ryan,Mary Jean Ryan,-1,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/mary-jean-ryan/
natan-sachs,Natan Sachs,natansachs,brookings,,"Director - Center for Middle East Policy;Fellow - Foreign Policy, Center for Middle East Policy",https://www.brookings.edu/experts/natan-sachs/
larbi-sadiki,Larbi Sadiki,larbi_sadiki,brookings,,Nonresident Fellow - Brookings Doha Center,https://www.brookings.edu/experts/larbi-sadiki/
urvashi-sahni,Urvashi Sahni,urvashi_sahni,brookings,,"Nonresident Fellow - Global Economy and Development, Center for Universal Education;Founder and CEO - Study Hall Educational Foundation",https://www.brookings.edu/experts/urvashi-sahni/
djavad-salehi-isfahani,Djavad Salehi-Isfahani,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/djavad-salehi-isfahani/
rodney-sampson,Rodney Sampson,rodneysampson,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/rodney-sampson/
thomas-w-sanchez,Thomas W. Sanchez,-1,brookings,,,https://www.brookings.edu/experts/thomas-w-sanchez/
gabriel-r-sanchez,Gabriel R. Sanchez,-1,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/gabriel-r-sanchez/
arturo-sarukhan,Arturo Sarukhan,Arturo_Sarukhan,brookings,,Nonresident Senior Fellow - Foreign Policy,https://www.brookings.edu/experts/arturo-sarukhan/
aia-sarycheva,Aia Sarycheva,AiaSarycheva,brookings,,Nonresident Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/aia-sarycheva/
elizabeth-n-saunders,Elizabeth N. Saunders,ProfSaunders,brookings,,"Nonresident Senior Fellow - Foreign Policy, Project on International Order and Strategy",https://www.brookings.edu/experts/elizabeth-n-saunders/
isabel-v-sawhill,Isabel V. Sawhill,isawhill,brookings,,"Senior Fellow - Economic Studies, Center on Children and Families, Future of the Middle Class Initiative",https://www.brookings.edu/experts/isabel-v-sawhill/
diane-whitmore-schanzenbach,Diane Whitmore Schanzenbach,dwschanz,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/diane-whitmore-schanzenbach/
witney-schneidman,Witney Schneidman,WitneySchneid,brookings,,"Nonresident Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/witney-schneidman/
jenny-schuetz,Jenny Schuetz,jenny_schuetz,brookings,,"Fellow - Metropolitan Policy Program, Future of the Middle Class Initiative",https://www.brookings.edu/experts/jenny-schuetz/
steven-seltzer,Steven Seltzer,-1,brookings,,Visiting Scholar - Economic Studies,https://www.brookings.edu/experts/steven-seltzer/
jay-shambaugh,Jay Shambaugh,JayCShambaugh,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/jay-shambaugh/
jordan-shapiro,Jordan Shapiro,jordosh,brookings,,"Nonresident Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jordan-shapiro/
jeremy-shapiro,Jeremy Shapiro,jyshapiro,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe, Project on International Order and Strategy",https://www.brookings.edu/experts/jeremy-shapiro/
louise-sheiner,Louise Sheiner,lsheiner,brookings,,The Robert S. Kerr Senior Fellow - Economic Studies;Policy Director - The Hutchins Center on Fiscal and Monetary Policy,https://www.brookings.edu/experts/louise-sheiner/
jim-shelton,Jim Shelton,JIMSEDU,brookings,,"Nonresident Senior Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jim-shelton/
katherine-sierra,Katherine Sierra,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/katherine-sierra/
landry-signe,Landry Signé,LandrySigne,brookings,,"Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/landry-signe/
pavneet-singh,Pavneet Singh,-1,brookings,,"Nonresident Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/pavneet-singh/
harsha-vardhana-singh,Harsha Vardhana Singh,-1,brookings,,,https://www.brookings.edu/experts/harsha-vardhana-singh/
amanda-sloat,Amanda Sloat,A_Sloat,brookings,,"Robert Bosch Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/amanda-sloat/
dennis-j-snower,Dennis J. Snower,DJSnower,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/dennis-j-snower/
javier-solana,Javier Solana,javiersolana,brookings,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/javier-solana/
mireya-solis,Mireya Solís,solis_msolis,brookings,,"Director - Center for East Asia Policy Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies;Philip Knight Chair in Japan Studies",https://www.brookings.edu/experts/mireya-solis/
vera-songwe,Vera Songwe,SongweVera,brookings,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/vera-songwe/
julia-stasch,Julia Stasch,-1,brookings,,Distinguished Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/julia-stasch/
tom-stefanick,Tom Stefanick,-1,brookings,,Visiting Fellow - Foreign Policy,https://www.brookings.edu/experts/tom-stefanick/
constanze-stelzenmuller,Constanze Stelzenmüller,ConStelz,brookings,,"Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/constanze-stelzenmuller/
angela-stent,Angela Stent,AngelaStent,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/angela-stent/
todd-stern,Todd Stern,tsterndc,brookings,,"Nonresident Senior Fellow - Foreign Policy, Energy Security and Climate Initiative",https://www.brookings.edu/experts/todd-stern/
james-stock,James Stock,-1,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/james-stock/
jonathan-stromseth,Jonathan Stromseth,j_stromseth,brookings,,"Lee Kuan Yew Chair in Southeast Asian Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies, John L. Thornton China Center",https://www.brookings.edu/experts/jonathan-stromseth/
yun-sun,Yun Sun,-1,brookings,,"Nonresident Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/yun-sun/
mia-swart,Mia Swart,_MiaSwart,brookings,,"Former Brookings Expert;
					Visiting Fellow, Brookings Doha Center;
					Research Director, Human Sciences Research Council (HSRC)",https://www.brookings.edu/experts/mia-swart/
amadou-sy,Amadou Sy,ASYAfrica,brookings,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/amadou-sy/
strobe-talbott,Strobe Talbott,strobetalbott,brookings,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/strobe-talbott/
caitlin-talmadge,Caitlin Talmadge,ProfTalmadge,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/caitlin-talmadge/
ran-tao,Ran Tao,-1,brookings,,Nonresident Senior Fellow - Brookings-Tsinghua Center,https://www.brookings.edu/experts/ran-tao/
daniel-k-tarullo,Daniel K. Tarullo,-1,brookings,,"Nonresident Senior Fellow - Economic Studies, The Hutchins Center on Fiscal and Monetary Policy",https://www.brookings.edu/experts/daniel-k-tarullo/
torrey-taussig,Torrey Taussig,torrey_taussig,brookings,,"Nonresident Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/torrey-taussig/
mark-taylor,Mark Taylor,DeanTaylorWashU,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/mark-taylor/
jerry-taylor__trashed,Jerry Taylor,jerry_jtaylor,brookings,,"President, Niskanen Center",https://www.brookings.edu/experts/jerry-taylor__trashed/
margaret-l-taylor,Margaret L. Taylor,MargLTaylor,brookings,,Fellow - Governance Studies;Senior Editor and Counsel - Lawfare,https://www.brookings.edu/experts/margaret-l-taylor/
omer-taspinar,Ömer Taşpınar,otaspinar,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/omer-taspinar/
shibley-telhami,Shibley Telhami,ShibleyTelhami,brookings,,"Nonresident Senior Fellow - Foreign Policy, Center for Middle East Policy, U.S. Relations with the Islamic World",https://www.brookings.edu/experts/shibley-telhami/
kathryn-dunn-tenpas-ph-d,Kathryn Dunn Tenpas,kdtenpas,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/kathryn-dunn-tenpas-ph-d/
mallika-thomas,Mallika Thomas,-1,brookings,,David M. Rubenstein Fellow - Economic Studies,https://www.brookings.edu/experts/mallika-thomas/
susan-a-thornton,Susan A. Thornton,suea_thornton,brookings,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/susan-a-thornton/
adie-tomer,Adie Tomer,AdieTomer,brookings,,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/adie-tomer/
rahul-tongia,Rahul Tongia,DrTongia,brookings,,"Fellow - Brookings India, Cross-Brookings Initiative on Energy and Climate",https://www.brookings.edu/experts/rahul-tongia/
adam-triggs,Adam Triggs,AdamJTriggs,brookings,,Nonresident Fellow - Global Economy and Development,https://www.brookings.edu/experts/adam-triggs/
harold-trinkunas,Harold Trinkunas,htrinkunas,brookings,,"Nonresident Senior Fellow - Foreign Policy, Latin America Initiative;Deputy Director, Center for International Security and Cooperation, Freeman Spogli Institute, Stanford University",https://www.brookings.edu/experts/harold-trinkunas/
erin-trish,Erin Trish,-1,brookings,,"Nonresident Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/erin-trish/
jesus-leal-trujillo,Jesus Leal Trujillo,jesus_leal,brookings,,Former Research Analyst and Associate Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jesus-leal-trujillo/
shalini-vajjhalla,Shalini Vajjhala,refocuspartners,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/shalini-vajjhalla/
jon-valant,Jon Valant,JonValant,brookings,,"Senior Fellow - Governance Studies, Brown Center on Education Policy",https://www.brookings.edu/experts/jon-valant/
emiliana-vegas,Emiliana Vegas,EmiVegasV,brookings,,Co-director - Center for Universal Education;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/emiliana-vegas/
eric-verhoogen,Eric Verhoogen,EricVerhoogen,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eric-verhoogen/
zach-vertin,Zach Vertin,ZachVertin,brookings,,Nonresident Fellow - Foreign Policy,https://www.brookings.edu/experts/zach-vertin/
jennifer-s-vey,Jennifer S. Vey,jvey1,brookings,,"Senior Fellow - Metropolitan Policy Program, Anne T. and Robert M. Bass Center for Transformative Placemaking;Director - Anne T. and Robert M. Bass Center for Transformative Placemaking",https://www.brookings.edu/experts/jennifer-s-vey/
david-victor,David G. Victor,-1,brookings,,Co-Chair - Cross-Brookings Initiative on Energy and Climate,https://www.brookings.edu/experts/david-victor/
john-villasenor,John Villasenor,JohnDVillasenor,brookings,,"Nonresident Senior Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/john-villasenor/
erick-viramontes,Erick Viramontes,e_viramontes,brookings,,Former Brookings Expert,https://www.brookings.edu/experts/erick-viramontes/
julie-wagner,Julie Wagner,wagnerjk,brookings,,"Nonresident Senior Fellow - Metropolitan Policy Program;President, The Global Institute on Innovation Districts",https://www.brookings.edu/experts/julie-wagner/
judith-ann-walker,Judith-Ann Walker,DrJudithAWalker,brookings,,"Nonresident Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/judith-ann-walker/
jeffery-t-d-wallace,Jeffery T.D. Wallace,-1,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jeffery-t-d-wallace/
r-kent-weaver,R. Kent Weaver,-1,brookings,,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/r-kent-weaver/
anthony-webb,Anthony Webb,-1,brookings,,"Retirement Equity Lab, The New School for Social Research",https://www.brookings.edu/experts/anthony-webb/
shang-jin-wei,Shang-Jin Wei,-1,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/shang-jin-wei/
robert-weissbourd,Robert Weissbourd,BobWeissb,brookings,,,https://www.brookings.edu/experts/robert-weissbourd/
dr-leana-wen,Dr. Leana Wen,DrLeanaWen,brookings,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/dr-leana-wen/
david-wessel,David Wessel,davidmwessel,brookings,,Director - The Hutchins Center on Fiscal and Monetary Policy;Senior Fellow - Economic Studies,https://www.brookings.edu/experts/david-wessel/
darrell-m-west,Darrell M. West,DarrWest,brookings,,Vice President and Director - Governance Studies;Senior Fellow - Center for Technology Innovation,https://www.brookings.edu/experts/darrell-m-west/
rebecca-wexler,Rebecca Wexler,RebeccaWexler,brookings,,"Nonresident Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/rebecca-wexler/
tom-wheeler,Tom Wheeler,tewheels,brookings,,"Visiting Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/tom-wheeler/
russell-wheeler,Russell Wheeler,-1,brookings,,Visiting Fellow - Governance Studies,https://www.brookings.edu/experts/russell-wheeler/
joshua-t-white,Joshua T. White,joshuatwhite,brookings,,Nonresident Fellow - Foreign Policy,https://www.brookings.edu/experts/joshua-t-white/
peter-j-wilcoxen,Peter J. Wilcoxen,-1,brookings,,Nonresident Senior Fellow - Economic Studies;Co-Director - Climate and Energy Economics Project,https://www.brookings.edu/experts/peter-j-wilcoxen/
robert-d-williams,Robert D. Williams,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/robert-d-williams/
vanessa-williamson,Vanessa Williamson,v_williamson,brookings,,Senior Fellow - Governance Studies;Senior Fellow - Urban-Brookings Tax Policy Center,https://www.brookings.edu/experts/vanessa-williamson/
clifford-winston,Clifford Winston,-1,brookings,,Searle Freedom Trust Senior Fellow - Economic Studies,https://www.brookings.edu/experts/clifford-winston/
rebecca-winthrop,Rebecca Winthrop,rebeccawinthrop,brookings,,Co-director - Center for Universal Education;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/rebecca-winthrop/
tamara-cofman-wittes,Tamara Cofman Wittes,tcwittes,brookings,,"Senior Fellow - Foreign Policy, Center for Middle East Policy",https://www.brookings.edu/experts/tamara-cofman-wittes/
benjamin-wittes,Benjamin Wittes,benjaminwittes,brookings,,Senior Fellow - Governance Studies;Editor-in-chief - Lawfare,https://www.brookings.edu/experts/benjamin-wittes/
justin-wolfers,Justin Wolfers,justinwolfers,brookings,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/justin-wolfers/
kenneth-k-wong,Kenneth K. Wong,-1,brookings,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/kenneth-k-wong/
daniel-b-wright,Daniel B. Wright,thomaswright08,brookings,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/daniel-b-wright/
thomas-wright,Thomas Wright,thomaswright08,brookings,,"Director - Center on the United States and Europe;Senior Fellow - Foreign Policy, Project on International Order and Strategy",https://www.brookings.edu/experts/thomas-wright/
constantino-xavier,Constantino Xavier,constantinox,brookings,,"Fellow - Foreign Policy, Brookings India",https://www.brookings.edu/experts/constantino-xavier/
lan-xue,Lan Xue,-1,brookings,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/lan-xue/
niam-yaraghi,Niam Yaraghi,niamyaraghi,brookings,,"Nonresident Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/niam-yaraghi/
janet-l-yellen,Janet L. Yellen,-1,brookings,,"Distinguished Fellow in Residence - Economic Studies, The Hutchins Center on Fiscal and Monetary Policy",https://www.brookings.edu/experts/janet-l-yellen/
eduardo-levy-yeyati,Eduardo Levy Yeyati,eduardoyeyati,brookings,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eduardo-levy-yeyati/
christen-linke-young,Christen Linke Young,clinkeyoung,brookings,,Fellow - USC-Brookings Schaeffer Initiative for Health Policy,https://www.brookings.edu/experts/christen-linke-young/
tarik-yousef,Tarik M. Yousef,TarikYousef,brookings,,"Director - Brookings Doha Center;Senior Fellow - Global Economy and Development, Brookings Doha Center",https://www.brookings.edu/experts/tarik-yousef/
qiao-yu,Qiao Yu,-1,brookings,,Nonresident Senior Fellow - Brookings-Tsinghua Center,https://www.brookings.edu/experts/qiao-yu/
yahia-h-zoubir,Yahia H. Zoubir,zoubiryh,brookings,,Nonresident Fellow - Brookings Doha Center,https://www.brookings.edu/experts/yahia-h-zoubir/
daniel-zovatto,Daniel Zovatto,Zovatto55,brookings,,"Nonresident Senior Fellow - Foreign Policy, Latin America Initiative",https://www.brookings.edu/experts/daniel-zovatto/
%d8%a3%d8%ad%d9%85%d8%af-%d9%83%d9%88%d8%b1%d9%88,أحمد كورو,Twitter,brookings,,Former Brookings Expert,https://www.brookings.edu/experts/%d8%a3%d8%ad%d9%85%d8%af-%d9%83%d9%88%d8%b1%d9%88/
kelly-adams,Kelly  Adams,-1,heritage,leadership,"Director, Personnel Operations",https://www.heritage.org/staff/kelly-adams
